index,age_upon_outcome,animal_id,animal_type,name,breed,color1,color2,date_of_birth,outcome_subtype,outcome_type,outcome_month,outcome_year
3511,1 month,A683441,Cat,,domestic mediumhair,Breed Specific,white,2014-05-21 00:00:00,Partner,Transfer,7,2014
3512,2 weeks,A686193,Cat,,domestic shorthair,brown,,2014-08-03 00:00:00,Partner,Transfer,8,2014
3513,1 month,A688494,Cat,*Michelle,domestic shorthair,black,,2014-08-05 00:00:00,Partner,Transfer,9,2014
3514,1 year,A672585,Cat,,domestic shorthair,black tiger,white,2013-02-13 00:00:00,Suffering,Euthanasia,2,2014
3515,7 years,A686205,Cat,,domestic shorthair,white,brown,2007-08-18 00:00:00,SCRP,Transfer,8,2014
3516,2 months,A680996,Cat,*Felicia,domestic shorthair,black,white,2014-04-19 00:00:00,,Adoption,7,2014
3517,3 months,A691222,Cat,,domestic shorthair,black,,2014-07-24 00:00:00,SCRP,Transfer,11,2014
3518,2 weeks,A665299,Cat,,domestic mediumhair,blue,,2013-10-01 00:00:00,Partner,Transfer,10,2013
3519,1 weeks,A692787,Cat,,domestic shorthair,Breed Specific,,2014-11-16 00:00:00,Partner,Transfer,11,2014
3520,13 years,A243903,Cat,Budgie,domestic shorthair,black,black,2000-07-12 00:00:00,,Return to Owner,1,2014
3521,2 months,A690134,Cat,*Charlie,domestic shorthair,brown ,white,2014-09-07 00:00:00,Foster,Adoption,11,2014
3522,11 months,A668542,Cat,*Cinnamon,domestic shorthair,brown,,2013-01-04 00:00:00,Partner,Transfer,12,2013
3523,2 months,A686668,Cat,,domestic shorthair,blue,white,2014-06-10 00:00:00,,Adoption,8,2014
3524,7 months,A690626,Cat,,domestic shorthair,Breed Specific,,2014-02-23 00:00:00,SCRP,Transfer,10,2014
3525,1 month,A683029,Cat,*Lamb,domestic shorthair,orange,,2014-05-30 00:00:00,Partner,Transfer,7,2014
3526,3 months,A682539,Cat,,domestic shorthair,brown,,2014-03-01 00:00:00,Suffering,Euthanasia,6,2014
3527,7 months,A667666,Cat,*Justin,domestic mediumhair,brown,,2013-04-21 00:00:00,Partner,Transfer,11,2013
3528,4 days,A679440,Cat,,domestic shorthair,black,white,2014-05-17 00:00:00,Partner,Transfer,5,2014
3529,4 years,A677762,Cat,,domestic longhair,Breed Specific,,2010-04-29 00:00:00,Partner,Transfer,5,2014
3530,2 months,A667406,Cat,*Bells,domestic shorthair,blue,white,2013-10-02 00:00:00,,Adoption,12,2013
3531,2 months,A662920,Cat,*Mindy,domestic shorthair,black,,2013-07-20 00:00:00,,Adoption,10,2013
3532,2 years,A674652,Cat,,domestic shorthair,brown,,2012-03-16 00:00:00,SCRP,Transfer,3,2014
3533,2 weeks,A679185,Cat,,domestic shorthair,white,black,2014-05-02 00:00:00,Partner,Transfer,5,2014
3534,4 weeks,A665409,Cat,Treat,domestic longhair,black,,2013-09-17 00:00:00,Partner,Transfer,10,2013
3535,1 week,A682125,Cat,,domestic shorthair,brown,,2014-06-17 00:00:00,Partner,Transfer,6,2014
3536,3 weeks,A690251,Cat,,domestic shorthair,orange,,2014-09-24 00:00:00,Partner,Transfer,10,2014
3537,7 months,A683827,Cat,,domestic shorthair,brown,,2013-12-15 00:00:00,SCRP,Transfer,7,2014
3538,2 months,A680665,Cat,*Jill,domestic shorthair,Breed Specific,,2014-04-07 00:00:00,,Adoption,6,2014
3539,2 weeks,A692531,Cat,,domestic shorthair,orange ,white,2014-11-07 00:00:00,In Kennel,Died,11,2014
3540,2 weeks,A666873,Cat,,domestic shorthair,blue,,2013-10-24 00:00:00,Partner,Transfer,11,2013
3541,3 months,A664395,Cat,*Harry,domestic shorthair,brown,,2013-07-19 00:00:00,,Adoption,11,2013
3542,2 years,A686647,Cat,Tobby,domestic shorthair,orange ,white,2012-08-24 00:00:00,,Return to Owner,8,2014
3543,2 months,A681711,Cat,*Bobby,domestic shorthair,brown,,2014-05-01 00:00:00,Foster,Adoption,7,2014
3544,1 year,A677870,Cat,,domestic shorthair,brown,,2013-04-30 00:00:00,SCRP,Transfer,5,2014
3545,8 years,A683810,Cat,Dwight,siamese,lynx,,2006-08-09 00:00:00,,Adoption,8,2014
3546,1 month,A688092,Cat,,domestic shorthair,brown,,2014-08-14 00:00:00,Partner,Transfer,9,2014
3547,3 months,A670998,Cat,,domestic shorthair,brown ,white,2013-10-17 00:00:00,SCRP,Transfer,1,2014
3548,2 years,A693371,Cat,Odus,domestic shorthair,white,orange,2012-12-06 00:00:00,,Return to Owner,12,2014
3549,4 years,A681807,Cat,,domestic shorthair,cream ,white,2010-06-20 00:00:00,SCRP,Transfer,6,2014
3550,3 years,A673614,Cat,Pookie,domestic longhair,Breed Specific,,2010-09-27 00:00:00,,Adoption,8,2014
3551,2 months,A687900,Cat,*Nelly,domestic shorthair,brown ,white,2014-07-27 00:00:00,Partner,Transfer,9,2014
3552,3 weeks,A676992,Cat,,domestic shorthair,black,,2014-03-26 00:00:00,Partner,Transfer,4,2014
3553,3 months,A683386,Cat,*Fiona,domestic shorthair,brown,,2014-05-18 00:00:00,Foster,Adoption,8,2014
3554,1 year,A693879,Cat,,domestic shorthair,brown ,white,2013-12-16 00:00:00,SCRP,Transfer,12,2014
3555,5 months,A688994,Cat,,domestic shorthair,orange,,2014-04-27 00:00:00,SCRP,Transfer,9,2014
3556,3 months,A667285,Cat,Ginger,domestic shorthair,orange,,2013-08-15 00:00:00,,Adoption,11,2013
3557,2 months,A665023,Cat,Bear,domestic longhair,cream,,2013-08-05 00:00:00,,Adoption,10,2013
3558,1 year,A692253,Cat,,domestic shorthair,brown,,2013-11-17 00:00:00,SCRP,Transfer,11,2014
3559,4 months,A687018,Cat,,domestic shorthair,orange ,white,2014-04-15 00:00:00,SCRP,Transfer,8,2014
3560,2 weeks,A690460,Cat,,domestic shorthair,blue,,2014-10-06 00:00:00,Partner,Transfer,10,2014
3561,2 months,A688556,Cat,Cry Baby,domestic shorthair,orange,,2014-07-12 00:00:00,,Adoption,9,2014
3562,2 months,A683077,Cat,*Juan,domestic shorthair,white,,2014-04-21 00:00:00,Partner,Transfer,7,2014
3563,6 months,A677048,Cat,,domestic shorthair,black,,2013-10-18 00:00:00,SCRP,Transfer,4,2014
3564,4 months,A689370,Cat,Spicey,domestic shorthair,Breed Specific,,2014-06-02 00:00:00,,Return to Owner,10,2014
3565,3 months,A664183,Cat,*Sam,domestic shorthair,orange ,white,2013-09-08 00:00:00,,Adoption,12,2013
3566,4 months,A682326,Cat,Ann Richards,domestic longhair,brown ,white,2014-02-26 00:00:00,,Adoption,6,2014
3567,1 year,A672486,Cat,*Isabella,domestic mediumhair,blue,,2013-02-11 00:00:00,,Adoption,2,2014
3568,1 month,A684964,Cat,*Rory,domestic shorthair,blue,,2014-07-01 00:00:00,Partner,Transfer,8,2014
3569,2 months,A682824,Cat,,domestic shorthair,black,white,2014-04-11 00:00:00,Partner,Transfer,7,2014
3570,4 months,A686797,Cat,*Tina,domestic shorthair,blue,,2014-04-12 00:00:00,,Adoption,8,2014
3571,1 year,A690103,Cat,*Kinki,domestic shorthair,Breed Specific,,2013-10-14 00:00:00,,Adoption,10,2014
3572,1 week,A673039,Cat,,domestic shorthair,orange,,2014-02-12 00:00:00,Partner,Transfer,2,2014
3573,7 months,A685915,Cat,,domestic shorthair,blue,,2014-01-14 00:00:00,Partner,Transfer,8,2014
3574,1 year,A677711,Cat,,domestic shorthair,Breed Specific,,2013-04-28 00:00:00,SCRP,Transfer,4,2014
3575,2 years,A672116,Cat,,domestic shorthair,orange,,2012-02-04 00:00:00,SCRP,Transfer,2,2014
3576,3 weeks,A691515,Cat,,domestic mediumhair,Breed Specific,,2014-10-21 00:00:00,Partner,Transfer,11,2014
3577,3 weeks,A677553,Cat,,domestic shorthair,brown,,2014-04-04 00:00:00,Partner,Transfer,4,2014
3578,2 months,A689196,Cat,Asma,domestic shorthair,Breed Specific,,2014-07-15 00:00:00,,Adoption,10,2014
3579,2 months,A679600,Cat,*Frankie,domestic mediumhair,black,,2014-04-01 00:00:00,,Adoption,6,2014
3580,1 week,A683571,Cat,,domestic shorthair,orange,,2014-07-05 00:00:00,Suffering,Euthanasia,7,2014
3581,3 months,A683579,Cat,,domestic shorthair,white,orange,2014-04-12 00:00:00,,Adoption,7,2014
3582,2 years,A680032,Cat,,domestic shorthair,black,,2012-05-29 00:00:00,SCRP,Transfer,5,2014
3583,2 months,A683865,Cat,Trudy,domestic shorthair,brown,,2014-05-29 00:00:00,,Adoption,8,2014
3584,1 year,A664310,Cat,Chan,domestic mediumhair,orange ,white,2012-10-01 00:00:00,Partner,Transfer,11,2013
3585,1 year,A687923,Cat,*Jester,domestic shorthair,blue,,2013-09-12 00:00:00,,Adoption,9,2014
3586,2 years,A668561,Cat,Elephant,domestic shorthair,Breed Specific,,2011-12-05 00:00:00,Partner,Transfer,12,2013
3587,5 years,A666498,Cat,Butters,domestic longhair,orange,,2008-11-02 00:00:00,,Adoption,7,2014
3588,2 months,A688841,Cat,,domestic shorthair,black,white,2014-07-25 00:00:00,Suffering,Euthanasia,9,2014
3589,10 months,A674742,Cat,Vitruvius,domestic shorthair,black,,2013-05-17 00:00:00,,Adoption,3,2014
3590,4 weeks,A667984,Cat,,domestic shorthair,cream,,2013-10-26 00:00:00,Partner,Transfer,11,2013
3591,8 months,A654567,Cat,*Trapper,domestic shorthair,blue ,white,2013-02-07 00:00:00,Partner,Transfer,10,2013
3592,1 year,A666517,Cat,,domestic shorthair,black,,2012-11-02 00:00:00,SCRP,Transfer,11,2013
3593,2 months,A670572,Cat,Echo,domestic shorthair,white,brown,2013-10-28 00:00:00,,Adoption,1,2014
3594,4 days,A683910,Cat,,domestic shorthair,orange,,2014-07-14 00:00:00,Partner,Transfer,7,2014
3595,2 weeks,A677571,Cat,,domestic mediumhair,blue ,white,2014-04-06 00:00:00,Partner,Transfer,4,2014
3596,3 weeks,A678465,Cat,,domestic shorthair,Breed Specific,,2014-04-17 00:00:00,Partner,Transfer,5,2014
3597,2 years,A653346,Cat,,domestic shorthair,Breed Specific,,2010-11-05 00:00:00,SCRP,Transfer,10,2013
3598,1 month,A664297,Cat,*Tybalt,domestic mediumhair,orange ,white,2013-08-25 00:00:00,Partner,Transfer,10,2013
3599,1 weeks,A676997,Cat,,domestic shorthair,brown,,2014-04-07 00:00:00,Partner,Transfer,4,2014
3600,2 weeks,A682082,Cat,,domestic shorthair,Breed Specific,,2014-06-09 00:00:00,Partner,Transfer,6,2014
3601,3 weeks,A677546,Cat,,domestic mediumhair,Breed Specific,,2014-03-30 00:00:00,Partner,Transfer,4,2014
3602,1 month,A686739,Cat,,domestic shorthair,blue,white,2014-07-11 00:00:00,Suffering,Euthanasia,8,2014
3603,2 months,A685511,Cat,,domestic shorthair,black,,2014-05-24 00:00:00,Partner,Transfer,8,2014
3604,3 weeks,A676933,Cat,,domestic shorthair,black,,2014-03-26 00:00:00,Partner,Transfer,4,2014
3605,2 months,A687434,Cat,*Freda,domestic shorthair,black,,2014-08-04 00:00:00,,Adoption,10,2014
3606,3 months,A659615,Cat,*Alexander,domestic shorthair,blue,,2013-07-12 00:00:00,,Adoption,11,2013
3607,2 months,A681781,Cat,Hathor,domestic shorthair,silver ,white,2014-04-06 00:00:00,,Adoption,6,2014
3608,5 years,A679499,Cat,Panda,domestic shorthair,black,white,2009-05-21 00:00:00,,Return to Owner,5,2014
3609,7 months,A686891,Cat,*Nattie,domestic shorthair,black,,2014-01-28 00:00:00,,Adoption,9,2014
3610,1 year,A671925,Cat,*Nevil,domestic shorthair,black,,2013-02-01 00:00:00,Partner,Transfer,2,2014
3611,5 months,A672723,Cat,Luna,siamese,lynx,,2013-09-15 00:00:00,,Adoption,2,2014
3612,2 weeks,A688413,Cat,,domestic shorthair,brown ,white,2014-09-04 00:00:00,Partner,Transfer,9,2014
3613,3 months,A676155,Cat,*Junebug,domestic shorthair,white,black,2014-01-05 00:00:00,Partner,Transfer,4,2014
3614,3 years,A667432,Cat,Marley,domestic shorthair,brown ,white,2010-11-18 00:00:00,,Return to Owner,11,2013
3615,3 years,A677203,Cat,Silver,siamese,seal,,2011-04-21 00:00:00,,Adoption,4,2014
3616,6 months,A691525,Cat,,domestic shorthair,cream,,2014-05-05 00:00:00,SCRP,Transfer,11,2014
3617,2 months,A680470,Cat,*Puff,domestic longhair,brown,,2014-05-04 00:00:00,Foster,Adoption,7,2014
3618,10 years,A675069,Cat,*Spring,domestic shorthair,Breed Specific,orange,2004-03-25 00:00:00,,Adoption,4,2014
3619,4 weeks,A683876,Cat,,domestic shorthair,brown,,2014-06-16 00:00:00,Partner,Transfer,7,2014
3620,2 months,A677530,Cat,*Chimichanga,domestic shorthair,black,,2014-03-15 00:00:00,,Adoption,5,2014
3621,2 months,A680802,Cat,*Don,domestic shorthair,brown ,white,2014-04-08 00:00:00,Partner,Transfer,6,2014
3622,2 months,A660634,Cat,*Fauna,domestic shorthair,blue,white,2013-07-09 00:00:00,,Adoption,10,2013
3623,1 month,A683638,Cat,,domestic shorthair,black,,2014-06-06 00:00:00,Partner,Transfer,7,2014
3624,5 years,A689077,Cat,,domestic shorthair,blue,,2009-03-29 00:00:00,SCRP,Transfer,9,2014
3625,3 months,A665305,Cat,Sailor,domestic shorthair,brown,,2013-07-01 00:00:00,,Adoption,10,2013
3626,5 months,A662326,Cat,*June,domestic shorthair,black,,2013-07-24 00:00:00,Foster,Adoption,12,2013
3627,3 weeks,A678226,Cat,,domestic shorthair,brown ,white,2014-04-11 00:00:00,Partner,Transfer,5,2014
3628,4 years,A575839,Cat,Sushi,domestic shorthair,Breed Specific,,2010-05-20 00:00:00,,Adoption,7,2014
3629,8 months,A677171,Cat,Cuddles,domestic shorthair,orange,,2013-08-21 00:00:00,,Adoption,5,2014
3630,3 weeks,A691752,Cat,,domestic shorthair,blue,,2014-10-17 00:00:00,Partner,Transfer,11,2014
3631,5 months,A660596,Cat,Cinder,domestic shorthair,black,white,2013-07-29 00:00:00,Foster,Adoption,1,2014
3632,2 months,A663800,Cat,*Mindy,domestic shorthair,blue ,white,2013-07-19 00:00:00,Partner,Transfer,10,2013
3633,2 months,A680269,Cat,,domestic shorthair,orange,,2014-03-31 00:00:00,,Adoption,6,2014
3634,5 years,A523371,Cat,Nala,domestic shorthair,brown,,2008-08-01 00:00:00,,Return to Owner,7,2014
3635,3 weeks,A686742,Cat,,domestic shorthair,cream ,white,2014-08-04 00:00:00,Partner,Transfer,8,2014
3636,1 weeks,A683947,Cat,,domestic shorthair,black,,2014-07-11 00:00:00,Partner,Transfer,7,2014
3637,4 months,A687051,Cat,,domestic shorthair,orange,,2014-04-30 00:00:00,SCRP,Transfer,8,2014
3638,4 weeks,A678136,Cat,,snowshoe,seal,,2014-04-04 00:00:00,Partner,Transfer,5,2014
3639,1 month,A683440,Cat,,domestic shorthair,Breed Specific,white,2014-05-21 00:00:00,Partner,Transfer,7,2014
3640,2 months,A681985,Cat,Peekaboo,siamese,Breed Specific,,2014-04-22 00:00:00,Partner,Transfer,6,2014
3641,3 weeks,A679077,Cat,,domestic shorthair,white,,2014-04-21 00:00:00,Partner,Transfer,5,2014
3642,4 months,A682378,Cat,Chuck,domestic shorthair,black,white,2014-02-27 00:00:00,,Adoption,7,2014
3643,6 years,A687038,Cat,Beatrix,domestic shorthair,black,white,2008-08-30 00:00:00,,Return to Owner,8,2014
3644,2 months,A665578,Cat,*Cotton,domestic shorthair,black,,2013-08-19 00:00:00,Partner,Transfer,11,2013
3645,12 years,A678652,Cat,*Alice,domestic shorthair,brown ,white,2002-05-14 00:00:00,Partner,Transfer,5,2014
3646,3 weeks,A691519,Cat,,domestic shorthair,orange ,white,2014-10-14 00:00:00,Partner,Transfer,11,2014
3647,4 months,A688515,Cat,*Moon,siamese,lynx,,2014-05-20 00:00:00,,Adoption,9,2014
3648,2 years,A666405,Cat,*Pete,manx,brown ,white,2011-10-31 00:00:00,Partner,Transfer,12,2013
3649,2 weeks,A689696,Cat,,domestic shorthair,cream,,2014-09-23 00:00:00,Partner,Transfer,10,2014
3650,1 month,A685613,Cat,*Louie,domestic shorthair,blue,,2014-07-09 00:00:00,Foster,Adoption,9,2014
3651,2 months,A689560,Cat,*Leonard,domestic mediumhair,black,white,2014-08-30 00:00:00,Foster,Adoption,11,2014
3652,2 years,A672054,Cat,,domestic shorthair,brown,,2012-02-03 00:00:00,SCRP,Transfer,2,2014
3653,2 years,A679692,Cat,*Ruby,domestic shorthair,brown ,white,2012-05-24 00:00:00,,Adoption,7,2014
3654,6 months,A682069,Cat,Blackie,domestic shorthair,black,,2013-12-23 00:00:00,Partner,Transfer,6,2014
3655,2 months,A687076,Cat,Katy,domestic shorthair,Breed Specific,,2014-06-15 00:00:00,,Adoption,9,2014
3656,2 months,A689305,Cat,*Monte,siamese,lynx,,2014-07-18 00:00:00,,Adoption,10,2014
3657,4 weeks,A682191,Cat,Gunnar,siamese,flame,,2014-05-25 00:00:00,Partner,Transfer,6,2014
3658,3 years,A673838,Cat,Bruiser,domestic shorthair,black,white,2011-03-03 00:00:00,Partner,Transfer,3,2014
3659,5 months,A684763,Cat,,siamese,flame,,2014-02-28 00:00:00,,Adoption,8,2014
3660,4 months,A667619,Cat,*Zoe,domestic shorthair,Breed Specific,,2013-08-20 00:00:00,Partner,Transfer,12,2013
3661,5 months,A687754,Cat,*Penny,domestic shorthair,Breed Specific,,2014-06-09 00:00:00,,Adoption,11,2014
3662,2 months,A690425,Cat,*Groucho,domestic shorthair,black,,2014-08-05 00:00:00,Partner,Transfer,10,2014
3663,3 years,A688676,Cat,Cleo,domestic shorthair,Breed Specific,,2011-09-22 00:00:00,,Return to Owner,9,2014
3664,2 weeks,A685161,Cat,*Cedar,domestic shorthair,gray,,2014-07-27 00:00:00,Partner,Transfer,8,2014
3665,1 year,A673477,Cat,,domestic shorthair,brown ,white,2013-02-24 00:00:00,SCRP,Transfer,2,2014
3666,2 years,A688313,Cat,*Silvia,domestic shorthair,brown,,2012-09-17 00:00:00,Partner,Transfer,10,2014
3667,3 years,A693252,Cat,Bruce,domestic shorthair,brown,,2011-12-04 00:00:00,,Return to Owner,12,2014
3668,1 year,A679915,Cat,Luna,domestic shorthair,black,white,2013-05-28 00:00:00,,Adoption,6,2014
3669,6 months,A668311,Cat,,domestic shorthair,blue cream,,2013-06-02 00:00:00,,Adoption,12,2013
3670,3 weeks,A679201,Cat,,domestic mediumhair,black,white,2014-04-25 00:00:00,Partner,Transfer,5,2014
3671,2 months,A679461,Cat,*Liam,domestic shorthair,black,white,2014-04-15 00:00:00,Foster,Adoption,7,2014
3672,5 months,A672648,Cat,Lisa,domestic shorthair,brown,,2013-09-14 00:00:00,Offsite,Adoption,2,2014
3673,10 years,A685208,Cat,,domestic shorthair,black,white,2004-08-04 00:00:00,Suffering,Euthanasia,8,2014
3674,2 months,A689936,Cat,Tux,domestic shorthair,brown,,2014-08-11 00:00:00,,Return to Owner,10,2014
3675,2 weeks,A680582,Cat,,domestic shorthair,white,,2014-05-20 00:00:00,Partner,Transfer,6,2014
3676,2 months,A682942,Cat,,domestic shorthair,silver,,2014-05-05 00:00:00,,Adoption,7,2014
3677,2 months,A689136,Cat,Meow,domestic shorthair,orange,,2014-07-29 00:00:00,,Adoption,10,2014
3678,2 years,A667268,Cat,,domestic shorthair,Breed Specific,,2011-11-15 00:00:00,SCRP,Transfer,11,2013
3679,1 month,A676588,Cat,*Penny,domestic shorthair,Breed Specific,,2014-03-12 00:00:00,,Adoption,5,2014
3680,3 days,A677561,Cat,,domestic shorthair,orange,,2014-04-23 00:00:00,Partner,Transfer,4,2014
3681,2 months,A680484,Cat,*Ginger,domestic shorthair,orange,,2014-04-27 00:00:00,,Adoption,7,2014
3682,4 weeks,A687336,Cat,,domestic mediumhair,brown,,2014-08-03 00:00:00,Partner,Transfer,9,2014
3683,2 months,A689030,Cat,Max,domestic shorthair,black,,2014-08-21 00:00:00,,Adoption,10,2014
3684,4 weeks,A671139,Cat,,domestic shorthair,brown,,2013-12-19 00:00:00,Partner,Transfer,1,2014
3685,10 months,A664303,Cat,,domestic shorthair,brown,,2012-12-01 00:00:00,SCRP,Transfer,10,2013
3686,2 months,A684014,Cat,Kai,domestic shorthair,white,brown,2014-05-29 00:00:00,,Adoption,8,2014
3687,2 years,A682612,Cat,,domestic shorthair,brown,,2012-06-30 00:00:00,SCRP,Transfer,7,2014
3688,2 years,A668474,Cat,,domestic shorthair,cream ,white,2011-12-04 00:00:00,Partner,Transfer,12,2013
3689,2 months,A679732,Cat,*Cotton,domestic shorthair,white,,2014-04-12 00:00:00,,Adoption,6,2014
3690,2 months,A680983,Cat,,domestic shorthair,black,white,2014-04-10 00:00:00,Partner,Transfer,6,2014
3691,2 months,A691646,Cat,*Tina,domestic shorthair,brown,,2014-09-07 00:00:00,,Adoption,12,2014
3692,3 weeks,A679744,Cat,,domestic shorthair,brown,,2014-05-03 00:00:00,Partner,Transfer,5,2014
3693,1 month,A667322,Cat,*Sailor,domestic shorthair,black,,2013-10-04 00:00:00,Partner,Transfer,11,2013
3694,2 years,A686991,Cat,,domestic shorthair,brown,,2012-08-29 00:00:00,SCRP,Transfer,8,2014
3695,2 months,A689450,Cat,*Tizzy,domestic shorthair,blue,white,2014-09-07 00:00:00,,Adoption,11,2014
3696,1 year,A638155,Cat,Opie,domestic shorthair,blue,white,2012-07-26 00:00:00,,Return to Owner,2,2014
3697,1 year,A665348,Cat,,domestic shorthair,Breed Specific,,2012-10-16 00:00:00,SCRP,Transfer,10,2013
3698,2 months,A666676,Cat,*Daisy,domestic mediumhair,Breed Specific,,2013-08-21 00:00:00,Foster,Adoption,11,2013
3699,2 months,A691931,Cat,*Eddie,domestic mediumhair,cream ,white,2014-08-21 00:00:00,Partner,Transfer,11,2014
3700,2 months,A667292,Cat,,domestic mediumhair,Breed Specific,,2013-09-15 00:00:00,,Adoption,11,2013
3701,2 months,A683102,Cat,,domestic mediumhair,lynx ,white,2014-05-10 00:00:00,,Adoption,7,2014
3702,2 weeks,A665139,Cat,,domestic shorthair,black,white,2013-09-29 00:00:00,Partner,Transfer,10,2013
3703,1 month,A684821,Cat,*Glenn,domestic shorthair,white,blue,2014-06-29 00:00:00,Partner,Transfer,8,2014
3704,2 months,A687155,Cat,Mr. Biggy,domestic shorthair,brown ,white,2014-07-01 00:00:00,,Adoption,9,2014
3705,3 months,A662278,Cat,*Honeybear,domestic shorthair,black,,2013-08-01 00:00:00,Foster,Adoption,11,2013
3706,4 weeks,A691643,Cat,,domestic longhair,black,,2014-10-16 00:00:00,Partner,Transfer,11,2014
3707,2 months,A684662,Cat,,domestic shorthair,brown,,2014-05-04 00:00:00,,Adoption,7,2014
3708,3 months,A680490,Cat,*Tess,domestic shorthair,Breed Specific,,2014-03-19 00:00:00,,Adoption,7,2014
3709,1 year,A673564,Cat,,domestic shorthair,brown,,2013-02-26 00:00:00,Suffering,Euthanasia,2,2014
3710,3 years,A664872,Cat,,domestic shorthair,black,,2010-10-10 00:00:00,Suffering,Euthanasia,10,2013
3711,2 months,A686307,Cat,*Piper,domestic shorthair,brown,,2014-06-19 00:00:00,Partner,Transfer,8,2014
3712,3 weeks,A684867,Cat,,domestic shorthair,brown,,2014-07-07 00:00:00,Partner,Transfer,7,2014
3713,4 months,A687016,Cat,,domestic shorthair,Breed Specific,,2014-04-15 00:00:00,SCRP,Transfer,8,2014
3714,3 years,A650637,Cat,Sophie,domestic shorthair,brown,,2011-03-30 00:00:00,,Adoption,6,2014
3715,6 months,A667414,Cat,Will,domestic shorthair,silver ,white,2013-05-17 00:00:00,,Adoption,11,2013
3716,2 months,A666587,Cat,*Minnie,domestic shorthair,blue,,2013-10-04 00:00:00,Foster,Adoption,12,2013
3717,1 year,A663879,Cat,Halo,domestic shorthair,Breed Specific,,2012-09-25 00:00:00,Partner,Transfer,12,2013
3718,3 months,A691750,Cat,*Donnie,domestic longhair,orange,,2014-08-21 00:00:00,Partner,Transfer,12,2014
